delta time[s],outdoor temperature[°C],flow temperature[°C],return flow temperature[°C],f-r diff[K],room temperature[°C],pump I/O,boiler heating temperature[°C],pressure[bar],drinking water temperature boiler[°C],drinking water temperature house supply[°C],boiler I/O
20595240,18.238,55.979633,49.9333,6.046333,22.834273,1,56.015727,19.673932,18.464187,15.4714,1
20595600,18.35,55.94992,49.903985,6.0459348,22.863877,1,55.986123,19.577212,18.483063,15.505,1
20595600,18.35,55.94992,49.903985,6.0459348,22.863877,1,55.986123,19.577212,18.483063,15.505,1
20595600,18.35,55.94992,49.903985,6.0459348,22.863877,1,55.986123,19.577212,18.483063,15.505,1
20596680,18.581,55.889376,49.843198,6.0461782,22.922882,1,55.927118,19.383691,18.523457,15.5743,1
20598840,19.043,55.774099,49.731286,6.0428133,23.041177,1,55.808823,19.025452,18.603119,15.7129,1
20599200,19.12,55.755616,49.713849,6.0417665,23.060932,1,55.789068,18.96949,18.616253,15.736,1
20599200,19.12,55.755616,49.713849,6.0417665,23.060932,1,55.789068,18.96949,18.616253,15.736,1
20599200,19.12,55.755616,49.713849,6.0417665,23.060932,1,55.789068,18.96949,18.616253,15.736,1
20602800,19.09,55.752947,49.705772,6.0471751,23.054887,1,55.795113,18.952582,18.611292,15.727,1
20602800,19.09,55.752947,49.705772,6.0471751,23.054887,1,55.795113,18.952582,18.611292,15.727,1
20606400,19.32,55.698718,49.654913,6.0438056,23.113376,1,55.736624,18.789986,18.650863,15.796,1
20606400,19.32,55.698718,49.654913,6.0438056,23.113376,1,55.736624,18.789986,18.650863,15.796,1
20606400,19.32,55.698718,49.654913,6.0438056,23.113376,1,55.736624,18.789986,18.650863,15.796,1
20607480,19.551,55.647624,49.60894,6.0386837,23.171605,1,55.678395,18.641101,18.690541,15.8653,1
20609640,20.013,55.534388,49.501231,6.0331563,23.291069,1,55.558931,18.304191,18.769893,16.0039,1
20610000,20.09,55.514168,49.481348,6.0328198,23.311334,1,55.538666,18.243372,18.783114,16.027,1
20610000,20.09,55.514168,49.481348,6.0328198,23.311334,1,55.538666,18.243372,18.783114,16.027,1
20613600,21.17,55.250537,49.229211,6.0213261,23.587874,1,55.262126,17.504539,18.967935,16.351,1
20613600,21.17,55.250537,49.229211,6.0213261,23.587874,1,55.262126,17.504539,18.967935,16.351,1
20613600,21.17,55.250537,49.229211,6.0213261,23.587874,1,55.262126,17.504539,18.967935,16.351,1
20617200,20.96,55.286918,49.255563,6.0313553,23.536193,1,55.313807,17.594902,18.932177,16.288,1
20617200,20.96,55.286918,49.255563,6.0313553,23.536193,1,55.313807,17.594902,18.932177,16.288,1
20620800,20.59,55.376192,49.339896,6.0362964,23.441005,1,55.408995,17.849102,18.868898,16.177,1
20620800,20.59,55.376192,49.339896,6.0362964,23.441005,1,55.408995,17.849102,18.868898,16.177,1
20620800,20.59,55.376192,49.339896,6.0362964,23.441005,1,55.408995,17.849102,18.868898,16.177,1
20621880,20.236,55.454747,49.41075,6.0439967,23.351724,1,55.498276,18.070775,18.808329,16.0708,1
20624040,19.528,55.628389,49.575973,6.0524155,23.168691,1,55.681309,18.578714,18.686776,15.8584,1
20624400,19.41,55.659274,49.6063,6.0529739,23.13769,1,55.71231,18.671346,18.666461,15.823,1
20624400,19.41,55.659274,49.6063,6.0529739,23.13769,1,55.71231,18.671346,18.666461,15.823,1
20624400,19.41,55.659274,49.6063,6.0529739,23.13769,1,55.71231,18.671346,18.666461,15.823,1
20624724,19.2381,55.694976,49.638448,6.0565281,23.096614,1,55.753386,18.775967,18.636974,15.77143,1
20625372,18.8943,55.775838,49.712968,6.0628695,23.0076,1,55.8424,19.017056,18.577756,15.66829,1
20628000,17.5,56.122775,50.046975,6.0757994,22.647978,1,56.202022,20.110989,18.336745,15.25,1
20628000,17.5,56.122775,50.046975,6.0757994,22.647978,1,56.202022,20.110989,18.336745,15.25,1
20628000,17.5,56.122775,50.046975,6.0757994,22.647978,1,56.202022,20.110989,18.336745,15.25,1
20630931,17.101094,56.239521,50.170003,6.0695173,22.543576,1,56.306424,20.514975,18.267416,15.130328,1
20631600,17.01,56.265659,50.197298,6.0683609,22.519805,1,56.330195,20.605128,18.251583,15.103,1
20631600,17.01,56.265659,50.197298,6.0683609,22.519805,1,56.330195,20.605128,18.251583,15.103,1
20631600,17.01,56.265659,50.197298,6.0683609,22.519805,1,56.330195,20.605128,18.251583,15.103,1
20635200,16.91,56.292578,50.224797,6.0677806,22.494268,1,56.355732,20.697541,18.23419,15.073,1
20635200,16.91,56.292578,50.224797,6.0677806,22.494268,1,56.355732,20.697541,18.23419,15.073,1
20635200,16.91,56.292578,50.224797,6.0677806,22.494268,1,56.355732,20.697541,18.23419,15.073,1
20638800,16.55,56.378816,50.306206,6.0726108,22.402248,1,56.447752,20.986261,18.171627,14.965,1
20638800,16.55,56.378816,50.306206,6.0726108,22.402248,1,56.447752,20.986261,18.171627,14.965,1
20642400,16.26,56.45154,50.37665,6.0748901,22.327522,1,56.522478,21.235587,18.121137,14.878,1
20642400,16.26,56.45154,50.37665,6.0748901,22.327522,1,56.522478,21.235587,18.121137,14.878,1
20642400,16.26,56.45154,50.37665,6.0748901,22.327522,1,56.522478,21.235587,18.121137,14.878,1
20646000,15.9,56.540067,50.461509,6.0785584,22.235129,1,56.614871,21.541541,18.058395,14.77,1
20646000,15.9,56.540067,50.461509,6.0785584,22.235129,1,56.614871,21.541541,18.058395,14.77,1
20646000,15.9,56.540067,50.461509,6.0785584,22.235129,1,56.614871,21.541541,18.058395,14.77,1
20649600,15.84,56.558591,50.481388,6.0772035,22.219151,1,56.630849,21.609508,15.361839,14.752,1
20649600,15.84,56.558591,50.481388,6.0772035,22.219151,1,56.630849,21.609508,15.361839,14.752,1
20649600,15.84,56.558591,50.481388,6.0772035,22.219151,1,56.630849,21.609508,15.361839,14.752,1
20653200,15.76,56.57833,50.500411,6.0779186,22.198694,1,56.651306,21.678306,15.346269,14.728,1
20653200,15.76,56.57833,50.500411,6.0779186,22.198694,1,56.651306,21.678306,15.346269,14.728,1
20653200,15.76,56.57833,50.500411,6.0779186,22.198694,1,56.651306,21.678306,15.346269,14.728,1
20656800,15.4,56.66427,50.581304,6.0829656,22.106674,1,56.743326,21.978161,15.285256,14.62,1
20656800,15.4,56.66427,50.581304,6.0829656,22.106674,1,56.743326,21.978161,15.285256,14.62,1
20656800,15.4,56.66427,50.581304,6.0829656,22.106674,1,56.743326,21.978161,15.285256,14.62,1
20660400,14.98,56.76768,50.680415,6.0872651,21.998776,1,56.851224,22.347644,15.213939,14.494,1
20660400,14.98,56.76768,50.680415,6.0872651,21.998776,1,56.851224,22.347644,15.213939,14.494,1
20664000,14.22,56.952189,50.855854,6.0963345,21.804069,1,57.045931,23.021487,15.08461,14.266,1
20664000,14.22,56.952189,50.855854,6.0963345,21.804069,1,57.045931,23.021487,15.08461,14.266,1
20664000,14.22,56.952189,50.855854,6.0963345,21.804069,1,57.045931,23.021487,15.08461,14.266,1
20667600,13.78,57.065181,50.966777,6.0984038,21.690342,1,57.159658,23.447551,15.009508,14.134,1
20667600,13.78,57.065181,50.966777,6.0984038,21.690342,1,57.159658,23.447551,15.009508,14.134,1
20671200,13.71,57.087189,50.990667,6.096522,21.671749,1,57.178251,23.535229,14.997518,14.113,1
20671200,13.71,57.087189,50.990667,6.096522,21.671749,1,57.178251,23.535229,14.997518,14.113,1
20671200,13.71,57.087189,50.990667,6.096522,21.671749,1,57.178251,23.535229,14.997518,14.113,1
20672280,14.013,57.024256,50.936526,6.0877303,21.747218,1,57.102782,23.313658,15.04914,14.2039,1
20674440,14.619,56.876521,50.796962,6.0795591,21.904213,1,56.945787,22.772359,15.152405,14.3857,1
20674800,14.72,56.849251,50.769893,6.0793581,21.931084,1,56.918916,22.670447,15.169613,14.416,1
20674800,14.72,56.849251,50.769893,6.0793581,21.931084,1,56.918916,22.670447,15.169613,14.416,1
20678400,16.6,56.394196,50.33693,6.0572663,22.411367,1,56.438633,21.137537,18.178053,14.98,1
20678400,16.6,56.394196,50.33693,6.0572663,22.411367,1,56.438633,21.137537,18.178053,14.98,1
20678400,16.6,56.394196,50.33693,6.0572663,22.411367,1,56.438633,21.137537,18.178053,14.98,1
20679480,16.798,56.331679,50.269904,6.0617746,22.465194,1,56.384806,20.915152,18.214649,15.0394,1
20681640,17.194,56.230427,50.169313,6.0611144,22.565661,1,56.284339,20.574444,18.283431,15.1582,1
20682000,17.26,56.216462,50.156661,6.0598004,22.581552,1,56.268448,20.530544,18.29436,15.178,1
20682000,17.26,56.216462,50.156661,6.0598004,22.581552,1,56.268448,20.530544,18.29436,15.178,1
20685600,18.3,55.962054,49.914591,6.0474627,22.849815,1,56.000185,19.726333,18.474907,15.49,1
20685600,18.3,55.962054,49.914591,6.0474627,22.849815,1,56.000185,19.726333,18.474907,15.49,1
20685600,18.3,55.962054,49.914591,6.0474627,22.849815,1,56.000185,19.726333,18.474907,15.49,1
20689200,18.28,55.954149,49.899852,6.0542965,22.846665,1,56.003335,19.689588,18.471555,15.484,1
20689200,18.28,55.954149,49.899852,6.0542965,22.846665,1,56.003335,19.689588,18.471555,15.484,1
20692800,18.51,55.899694,49.848599,6.0510944,22.90511,1,55.94489,19.519881,18.511255,15.553,1
20692800,18.51,55.899694,49.848599,6.0510944,22.90511,1,55.94489,19.519881,18.511255,15.553,1
20692800,18.51,55.899694,49.848599,6.0510944,22.90511,1,55.94489,19.519881,18.511255,15.553,1
20696400,18.89,55.807342,49.760728,6.0466142,23.002592,1,55.847408,19.234799,18.576792,15.667,1
20696400,18.89,55.807342,49.760728,6.0466142,23.002592,1,55.847408,19.234799,18.576792,15.667,1
20700000,18.59,55.873511,49.819899,6.053612,22.926703,1,55.923297,19.434964,18.525115,15.577,1
20700000,18.59,55.873511,49.819899,6.053612,22.926703,1,55.923297,19.434964,18.525115,15.577,1
20700000,18.59,55.873511,49.819899,6.053612,22.926703,1,55.923297,19.434964,18.525115,15.577,1
20701080,18.749,55.843186,49.795263,6.0479238,22.965578,1,55.884422,19.347572,18.552466,15.6247,1
20703240,19.067,55.76632,49.723244,6.0430762,23.048252,1,55.801748,19.11104,18.607276,15.7201,1
20703600,19.12,55.751538,49.708461,6.0430773,23.06261,1,55.78739,19.064137,18.616423,15.736,1
20703600,19.12,55.751538,49.708461,6.0430773,23.06261,1,55.78739,19.064137,18.616423,15.736,1
20707200,19.08,55.755152,49.707686,6.0474665,23.052281,1,55.797719,19.068582,18.609571,15.724,1
20707200,19.08,55.755152,49.707686,6.0474665,23.052281,1,55.797719,19.068582,18.609571,15.724,1
20710800,18.64,55.859213,49.804966,6.0542466,22.939712,1,55.910288,19.389399,18.533756,15.592,1
20710800,18.64,55.859213,49.804966,6.0542466,22.939712,1,55.910288,19.389399,18.533756,15.592,1
20711880,18.49,55.895589,49.839489,6.0561001,22.901191,1,55.948809,19.503058,18.507873,15.547,1
20714040,18.19,55.969853,49.910854,6.0589997,22.823955,1,56.026045,19.737799,18.456047,15.457,1
20714400,18.14,55.982421,49.92304,6.0593808,22.811059,1,56.038941,19.777908,18.447401,15.442,1
20714400,18.14,55.982421,49.92304,6.0593808,22.811059,1,56.038941,19.777908,18.447401,15.442,1
20714400,18.14,55.982421,49.92304,6.0593808,22.811059,1,56.038941,19.777908,18.447401,15.442,1
20718000,17.68,56.096985,50.033733,6.0632526,22.69281,1,56.15719,20.150656,18.367798,15.304,1
20718000,17.68,56.096985,50.033733,6.0632526,22.69281,1,56.15719,20.150656,18.367798,15.304,1
20719080,17.203,56.202606,50.128897,6.073709,22.572751,1,56.277249,20.488263,18.285211,15.1609,1
20721240,16.249,56.436622,50.35151,6.0851119,22.32625,1,56.52375,21.265551,18.11935,14.8747,1
20721600,16.09,56.478353,50.392505,6.0858474,22.284435,1,56.565565,21.407968,18.09161,14.827,1
20721600,16.09,56.478353,50.392505,6.0858474,22.284435,1,56.565565,21.407968,18.09161,14.827,1
20721600,16.09,56.478353,50.392505,6.0858474,22.284435,1,56.565565,21.407968,18.09161,14.827,1
20722680,15.625,56.593363,50.504085,6.0892779,22.166207,1,56.683793,21.811849,18.010519,14.6875,1
20724840,14.695,56.824077,50.726437,6.0976408,21.927355,1,56.922645,22.632949,17.847835,14.4085,1
20725200,14.54,56.862615,50.763403,6.0992123,21.887262,1,56.962738,22.772024,17.820648,14.362,1
20725200,14.54,56.862615,50.763403,6.0992123,21.887262,1,56.962738,22.772024,17.820648,14.362,1
20725200,14.54,56.862615,50.763403,6.0992123,21.887262,1,56.962738,22.772024,17.820648,14.362,1
20726280,14.171,56.957859,50.857212,6.1006472,21.791885,1,57.058115,23.127208,17.75588,14.2513,1
20728440,13.433,57.141874,51.035386,6.1064886,21.602647,1,57.247353,23.817381,17.6261,14.0299,1
20728800,13.31,57.171731,51.063893,6.1078385,21.571294,1,57.278706,23.930204,17.604433,13.993,1
20728800,13.31,57.171731,51.063893,6.1078385,21.571294,1,57.278706,23.930204,17.604433,13.993,1
20728800,13.31,57.171731,51.063893,6.1078385,21.571294,1,57.278706,23.930204,17.604433,13.993,1
20732400,12.57,57.361764,51.250283,6.1114816,21.37988,1,57.47012,24.677151,17.473823,13.771,1
20732400,12.57,57.361764,51.250283,6.1114816,21.37988,1,57.47012,24.677151,17.473823,13.771,1
20732400,12.57,57.361764,51.250283,6.1114816,21.37988,1,57.47012,24.677151,17.473823,13.771,1
20733480,12.336,57.419629,51.306024,6.1136051,21.319948,1,57.530052,24.904356,16.624639,13.7008,1
20735640,11.868,57.535777,51.417911,6.1178656,21.199723,1,57.650277,25.363899,14.946795,13.5604,1
20736000,11.79,57.555187,51.43661,6.1185769,21.179642,1,57.670358,25.441262,14.670271,13.537,1
20736000,11.79,57.555187,51.43661,6.1185769,21.179642,1,57.670358,25.441262,14.670271,13.537,1
20736000,11.79,57.555187,51.43661,6.1185769,21.179642,1,57.670358,25.441262,14.670271,13.537,1
20739600,11.26,57.689797,51.568066,6.1217312,21.043109,1,57.806891,25.992237,14.577066,13.378,1
20739600,11.26,57.689797,51.568066,6.1217312,21.043109,1,57.806891,25.992237,14.577066,13.378,1
20739600,11.26,57.689797,51.568066,6.1217312,21.043109,1,57.806891,25.992237,14.577066,13.378,1
20743200,10.79,57.807348,51.681873,6.1254749,20.922335,1,57.927665,26.478292,14.495935,13.237,1
20743200,10.79,57.807348,51.681873,6.1254749,20.922335,1,57.927665,26.478292,14.495935,13.237,1
20743200,10.79,57.807348,51.681873,6.1254749,20.922335,1,57.927665,26.478292,14.495935,13.237,1
20746800,10.55,57.869768,51.743635,6.1261333,20.860279,1,57.989721,26.741306,14.454431,13.165,1
20746800,10.55,57.869768,51.743635,6.1261333,20.860279,1,57.989721,26.741306,14.454431,13.165,1
20750400,10.25,57.943652,51.81453,6.1291218,20.783387,1,58.066613,27.050639,14.402531,13.075,1
20750400,10.25,57.943652,51.81453,6.1291218,20.783387,1,58.066613,27.050639,14.402531,13.075,1
20750400,10.25,57.943652,51.81453,6.1291218,20.783387,1,58.066613,27.050639,14.402531,13.075,1
20754000,9.84,58.044141,51.910589,6.1335515,20.678276,1,58.171724,27.475513,14.331507,12.952,1
20754000,9.84,58.044141,51.910589,6.1335515,20.678276,1,58.171724,27.475513,14.331507,12.952,1
20757600,9.98,58.015966,51.887157,6.1288088,20.713184,1,58.136816,27.364623,14.355722,12.994,1
20757600,9.98,58.015966,51.887157,6.1288088,20.713184,1,58.136816,27.364623,14.355722,12.994,1
20757600,9.98,58.015966,51.887157,6.1288088,20.713184,1,58.136816,27.364623,14.355722,12.994,1
20761200,10.27,57.945975,51.820991,6.1249833,20.787514,1,58.062486,27.073984,14.405936,13.081,1
20761200,10.27,57.945975,51.820991,6.1249833,20.787514,1,58.062486,27.073984,14.405936,13.081,1
20761200,10.27,57.945975,51.820991,6.1249833,20.787514,1,58.062486,27.073984,14.405936,13.081,1
20762280,10.666,57.859212,51.743504,6.1157077,20.886888,1,57.963112,26.726732,15.263188,13.1998,1
20764440,11.458,57.665077,51.559066,6.1060113,21.091505,1,57.758495,25.931855,17.00477,13.4374,1
20764800,11.59,57.63029,51.524822,6.1054681,21.126265,1,57.723735,25.787908,17.299046,13.477,1
20764800,11.59,57.63029,51.524822,6.1054681,21.126265,1,57.723735,25.787908,17.299046,13.477,1
20764800,11.59,57.63029,51.524822,6.1054681,21.126265,1,57.723735,25.787908,17.299046,13.477,1
20765880,11.83,57.565618,51.459008,6.1066102,21.187854,1,57.662146,25.521799,17.342734,13.549,1
20768040,12.31,57.445402,51.341902,6.1035008,21.31047,1,57.53953,25.04276,17.427708,13.693,1
20768400,12.39,57.42649,51.324177,6.1023124,21.330846,1,57.519154,24.969635,17.441575,13.717,1
20768400,12.39,57.42649,51.324177,6.1023124,21.330846,1,57.519154,24.969635,17.441575,13.717,1
20768400,12.39,57.42649,51.324177,6.1023124,21.330846,1,57.519154,24.969635,17.441575,13.717,1
20772000,13.13,57.241586,51.145634,6.0959527,21.521544,1,57.328456,24.25894,17.572513,13.939,1
20772000,13.13,57.241586,51.145634,6.0959527,21.521544,1,57.328456,24.25894,17.572513,13.939,1
20772000,13.13,57.241586,51.145634,6.0959527,21.521544,1,57.328456,24.25894,17.572513,13.939,1
20773080,13.43,57.169984,51.078125,6.0918596,21.598025,1,57.251975,23.989398,17.62535,14.029,1
20775240,14.03,57.021667,50.93585,6.0858171,21.752495,1,57.097505,23.43115,17.730892,14.209,1
20775600,14.13,56.996306,50.911224,6.0850817,21.778427,1,57.071573,23.33591,17.748461,14.239,1
20775600,14.13,56.996306,50.911224,6.0850817,21.778427,1,57.071573,23.33591,17.748461,14.239,1
20776680,14.352,56.938484,50.853872,6.0846116,21.835742,1,57.014258,23.119689,17.787457,14.3056,1
20778840,14.796,56.827689,50.746462,6.081227,21.949527,1,56.900473,22.713814,17.865304,14.4388,1
20779200,14.87,56.809832,50.729478,6.0803537,21.968389,1,56.881611,22.649628,17.878258,14.461,1
20779200,14.87,56.809832,50.729478,6.0803537,21.968389,1,56.881611,22.649628,17.878258,14.461,1
20779200,14.87,56.809832,50.729478,6.0803537,21.968389,1,56.881611,22.649628,17.878258,14.461,1
20780280,15.2,56.731763,50.656427,6.0753364,22.052658,1,56.797342,22.373971,17.935985,14.56,1
20782440,15.86,56.568789,50.500267,6.0685222,22.222726,1,56.627274,21.797515,18.051273,14.758,1
20782800,15.97,56.540874,50.473116,6.0677584,22.251217,1,56.598783,21.699027,18.070461,14.791,1
20782800,15.97,56.540874,50.473116,6.0677584,22.251217,1,56.598783,21.699027,18.070461,14.791,1
20782800,15.97,56.540874,50.473116,6.0677584,22.251217,1,56.598783,21.699027,18.070461,14.791,1
20783772,16.1725,56.486911,50.418967,6.0679447,22.303721,1,56.546279,21.508748,18.105791,14.85175,1
20785716,16.5775,56.38552,50.32031,6.0652102,22.407366,1,56.442634,21.160092,18.176302,14.97325,1
20786400,16.72,56.351465,50.288003,6.0634619,22.443517,1,56.406483,21.045812,18.201066,15.016,1
20786400,16.72,56.351465,50.288003,6.0634619,22.443517,1,56.406483,21.045812,18.201066,15.016,1
20786400,16.72,56.351465,50.288003,6.0634619,22.443517,1,56.406483,21.045812,18.201066,15.016,1
20787480,16.927,56.298621,50.236694,6.0619276,22.497527,1,56.352473,20.867508,18.237066,15.0781,1
20789640,17.341,56.195529,50.137055,6.0584739,22.603885,1,56.246115,20.523528,18.308929,15.2023,1
20790000,17.41,56.178673,50.120825,6.0578483,22.621405,1,56.228595,20.467892,18.320887,15.223,1
20790000,17.41,56.178673,50.120825,6.0578483,22.621405,1,56.228595,20.467892,18.320887,15.223,1
20790000,17.41,56.178673,50.120825,6.0578483,22.621405,1,56.228595,20.467892,18.320887,15.223,1
20793600,18.33,55.953109,49.90514,6.0479685,22.857761,1,55.992239,19.75249,18.480102,15.499,1
20793600,18.33,55.953109,49.90514,6.0479685,22.857761,1,55.992239,19.75249,18.480102,15.499,1
20793600,18.33,55.953109,49.90514,6.0479685,22.857761,1,55.992239,19.75249,18.480102,15.499,1
20794680,18.027,56.006547,49.945401,6.0611454,22.784263,1,56.065737,19.90555,18.427912,15.4081,1
20796840,17.421,56.152142,50.080772,6.0713699,22.626263,1,56.223737,20.37216,18.322969,15.2263,1
20797200,17.32,56.180337,50.109079,6.0712584,22.599046,1,56.250954,20.466799,18.305416,15.196,1
20797200,17.32,56.180337,50.109079,6.0712584,22.599046,1,56.250954,20.466799,18.305416,15.196,1
20797200,17.32,56.180337,50.109079,6.0712584,22.599046,1,56.250954,20.466799,18.305416,15.196,1
20799360,17.284,56.199749,50.134987,6.0647618,22.589973,1,56.260027,20.542945,18.299115,15.1852,1
20800800,17.26,56.210194,50.148213,6.0619803,22.583978,1,56.266022,20.582712,18.294929,15.178,1
20800800,17.26,56.210194,50.148213,6.0619803,22.583978,1,56.266022,20.582712,18.294929,15.178,1
20804400,16.98,56.273225,50.205175,6.0680498,22.512733,1,56.337267,20.787219,18.246368,15.094,1
20804400,16.98,56.273225,50.205175,6.0680498,22.512733,1,56.337267,20.787219,18.246368,15.094,1
20805480,16.692,56.336817,50.262236,6.0745804,22.44013,1,56.40987,20.994781,18.196384,15.0076,1
20807640,16.116,56.478073,50.396554,6.0815192,22.291256,1,56.558744,21.472349,18.096114,14.8348,1
20808000,16.02,56.503341,50.421427,6.0819138,22.266009,1,56.583991,21.559817,18.079361,14.806,1
20808000,16.02,56.503341,50.421427,6.0819138,22.266009,1,56.583991,21.559817,18.079361,14.806,1
20808000,16.02,56.503341,50.421427,6.0819138,22.266009,1,56.583991,21.559817,18.079361,14.806,1
20809080,15.666,56.58816,50.502159,6.0860003,22.176377,1,56.673623,21.855314,18.017641,14.6998,1
20811240,14.958,56.763209,50.670223,6.092986,21.994233,1,56.855767,22.474893,17.893864,14.4874,1
20811600,14.84,56.793048,50.699048,6.0939996,21.963529,1,56.886471,22.581994,17.873187,14.452,1
20811600,14.84,56.793048,50.699048,6.0939996,21.963529,1,56.886471,22.581994,17.873187,14.452,1
20811600,14.84,56.793048,50.699048,6.0939996,21.963529,1,56.886471,22.581994,17.873187,14.452,1
20812680,14.42,56.894656,50.795872,6.0987841,21.856518,1,56.993482,22.952069,17.7996,14.326,1
20814840,13.58,57.102621,50.99571,6.1069108,21.640472,1,57.209528,23.722812,17.651997,14.074,1
20815200,13.44,57.137875,51.029793,6.1080821,21.604215,1,57.245785,23.855516,17.627334,14.032,1
20815200,13.44,57.137875,51.029793,6.1080821,21.604215,1,57.245785,23.855516,17.627334,14.032,1
20815200,13.44,57.137875,51.029793,6.1080821,21.604215,1,57.245785,23.855516,17.627334,14.032,1
20816280,13.053,57.235021,51.124198,6.110823,21.504871,1,57.345129,24.229773,17.559138,13.9159,1
20818440,12.279,57.427438,51.309891,6.1175463,21.306173,1,57.543827,24.978294,17.422434,13.6837,1
20818800,12.15,57.459272,51.340448,6.1188235,21.273054,1,57.576946,25.103399,17.399603,13.645,1
20818800,12.15,57.459272,51.340448,6.1188235,21.273054,1,57.576946,25.103399,17.399603,13.645,1
20818800,12.15,57.459272,51.340448,6.1188235,21.273054,1,57.576946,25.103399,17.399603,13.645,1
20819880,11.805,57.546602,51.425426,6.1211761,21.184035,1,57.665965,25.454152,16.53151,13.5415,1
20822040,11.115,57.718298,51.591257,6.1270418,21.006982,1,57.843018,26.149121,14.816722,13.3345,1
20822400,11,57.746551,51.618386,6.1281646,20.977592,1,57.872408,26.264449,14.53417,13.3,1
20822400,11,57.746551,51.618386,6.1281646,20.977592,1,57.872408,26.264449,14.53417,13.3,1
20822400,11,57.746551,51.618386,6.1281646,20.977592,1,57.872408,26.264449,14.53417,13.3,1
20823480,10.721,57.81844,51.688887,6.1295528,20.905224,1,57.944776,26.56418,14.484061,13.2163,1
20825640,10.163,57.95761,51.823573,6.1340371,20.76213,1,58.08787,27.146107,14.387523,13.0489,1
20826000,10.07,57.980227,51.845225,6.1350014,20.738483,1,58.111517,27.241075,14.371887,13.021,1
20826000,10.07,57.980227,51.845225,6.1350014,20.738483,1,58.111517,27.241075,14.371887,13.021,1
20826000,10.07,57.980227,51.845225,6.1350014,20.738483,1,58.111517,27.241075,14.371887,13.021,1
20829600,9.41,58.14766,52.008321,6.1393389,20.568156,1,58.281844,27.964561,14.256913,12.823,1
20829600,9.41,58.14766,52.008321,6.1393389,20.568156,1,58.281844,27.964561,14.256913,12.823,1
20829600,9.41,58.14766,52.008321,6.1393389,20.568156,1,58.281844,27.964561,14.256913,12.823,1
20830680,9.17,58.205831,52.063673,6.142158,20.506894,1,58.343106,28.214715,14.215225,12.751,1
20832840,8.69,58.324763,52.177958,6.1468049,20.383498,1,58.466502,28.731881,14.131709,12.607,1
20833200,8.61,58.34491,52.197457,6.1474535,20.362824,1,58.487176,28.820322,14.11777,12.583,1
20833200,8.61,58.34491,52.197457,6.1474535,20.362824,1,58.487176,28.820322,14.11777,12.583,1
20833200,8.61,58.34491,52.197457,6.1474535,20.362824,1,58.487176,28.820322,14.11777,12.583,1
20836800,8.58,58.361526,52.218802,6.1427236,20.353852,1,58.496148,28.905731,14.112474,12.574,1
20836800,8.58,58.361526,52.218802,6.1427236,20.353852,1,58.496148,28.905731,14.112474,12.574,1
20836800,8.58,58.361526,52.218802,6.1427236,20.353852,1,58.496148,28.905731,14.112474,12.574,1
20840400,8.71,58.331469,52.191289,6.1401803,20.38711,1,58.46289,28.777333,14.135101,12.613,1
20840400,8.71,58.331469,52.191289,6.1401803,20.38711,1,58.46289,28.777333,14.135101,12.613,1
20841480,9.16,58.23505,52.106501,6.1285488,20.499536,1,58.350464,28.376667,14.213263,12.748,1
20843640,10.06,58.014843,51.897804,6.1170391,20.732222,1,58.117778,27.441353,14.369452,13.018,1
20844000,10.21,57.974925,51.858383,6.1165415,20.771875,1,58.078125,27.270167,14.395454,13.063,1
20844000,10.21,57.974925,51.858383,6.1165415,20.771875,1,58.078125,27.270167,14.395454,13.063,1
20844000,10.21,57.974925,51.858383,6.1165415,20.771875,1,58.078125,27.270167,14.395454,13.063,1
20845080,10.783,57.838201,51.728441,6.1097593,20.916487,1,57.933513,26.707093,14.494496,13.2349,1
20847240,11.929,57.554984,51.456663,6.0983208,21.211202,1,57.638798,25.552256,14.692049,13.5787,1
20847600,12.12,57.506583,51.409899,6.0966846,21.260984,1,57.589016,25.357085,14.724892,13.636,1
20847600,12.12,57.506583,51.409899,6.0966846,21.260984,1,57.589016,25.357085,14.724892,13.636,1
20847600,12.12,57.506583,51.409899,6.0966846,21.260984,1,57.589016,25.357085,14.724892,13.636,1
20848680,12.597,57.384911,51.290409,6.0945015,21.383491,1,57.466509,24.875623,15.598575,13.7791,1
20850840,13.551,57.147392,51.060718,6.0866739,21.628181,1,57.221819,23.959222,17.373534,14.0653,1
20851200,13.71,57.108522,51.023582,6.0849398,21.668929,1,57.181071,23.812811,17.673511,14.113,1
20851200,13.71,57.108522,51.023582,6.0849398,21.668929,1,57.181071,23.812811,17.673511,14.113,1
20852280,14.364,56.952572,50.876814,6.0757578,21.83594,1,57.01406,23.242199,17.789418,14.3092,1
20854440,15.672,56.629347,50.566803,6.0625445,22.172818,1,56.677182,22.07188,18.018356,14.7016,1
20854800,15.89,56.574069,50.513079,6.06099,22.229311,1,56.620689,21.874248,18.056133,14.767,1
20854800,15.89,56.574069,50.513079,6.06099,22.229311,1,56.620689,21.874248,18.056133,14.767,1
20854800,15.89,56.574069,50.513079,6.06099,22.229311,1,56.620689,21.874248,18.056133,14.767,1
20855880,16.361,56.450759,50.390471,6.0602886,22.351073,1,56.498927,21.442935,18.138542,14.9083,1
20858040,17.303,56.215612,50.162359,6.0532532,22.592479,1,56.257521,20.648029,18.302252,15.1909,1
20858400,17.46,56.177841,50.126464,6.0513764,22.632462,1,56.217538,20.524527,18.329388,15.238,1
